team_abbreviation,age,player_height,player_weight,college,country,draft_year,gp,pts,reb,ast,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct
DAL,30,213.36,111.13004,None,Germany,1998,77,23.6,8.6,3.5,0.041,0.227,0.287,0.585,0.171
CLE,22,187.96,87.996848,Texas,USA,2006,58,10.4,2.3,2.5,0.019,0.071,0.153,0.592,0.13
IND,25,203.2,103.418976,New Mexico,USA,2005,80,19.6,6.1,2.1,0.035,0.15,0.233,0.571,0.097
BOS,22,193.04,77.11064,Southern California,USA,2007,15,2.1,0.5,0.9,0.012,0.09,0.212,0.401,0.245
WAS,30,205.74,112.490816,Wake Forest,Lithuania,2002,80,6.2,3.4,1.7,0.061,0.146,0.174,0.496,0.142
MEM,23,213.36,124.7378,None,Serbia,2003,70,7.2,6.1,0.8,0.085,0.197,0.175,0.456,0.055
IND,25,213.36,127.00576,Colorado,USA,2004,55,4.2,2.1,0.3,0.066,0.113,0.165,0.539,0.03
NYK,25,205.74,108.86208,Florida,USA,2005,81,10.8,8.9,1.2,0.112,0.243,0.155,0.606,0.067
NOH,27,205.74,108.86208,Xavier,USA,2003,76,20.6,8.9,2.3,0.071,0.204,0.262,0.535,0.104
NJN,26,213.36,127.00576,None,Senegal,2001,79,2.9,5,0.5,0.144,0.203,0.097,0.536,0.047
WAS,27,195.58,98.883056,None,USA,2000,82,11.2,2.9,3.1,0.016,0.092,0.173,0.529,0.152
CHA,33,195.58,88.45044,Kentucky,USA,1997,28,5,1.9,1.6,0.024,0.126,0.193,0.497,0.215
LAL,33,185.42,95.25432,Arkansas-Little Rock,USA,1996,82,11.7,2.1,2.9,0.012,0.069,0.185,0.556,0.157
UTA,24,190.5,92.98636,Illinois,USA,2005,82,18.8,3,10.5,0.014,0.082,0.232,0.595,0.427
MIL,30,195.58,100.697424,Oklahoma State,USA,2000,59,9.7,4.3,2.1,0.05,0.128,0.168,0.519,0.107
NJN,25,190.5,83.91452,Wisconsin,USA,2004,64,14.8,2.7,5.8,0.017,0.081,0.225,0.573,0.288
HOU,42,218.44,117.93392,Georgetown,Congo,1991,39,3,5.1,0.1,0.118,0.221,0.086,0.591,0.012
WAS,22,205.74,99.79024,Fresno State,USA,2007,70,1.3,2,0.6,0.086,0.144,0.108,0.397,0.096
CLE,24,190.5,81.64656,Saint Joseph's,USA,2004,61,8.3,3.2,3.8,0.022,0.115,0.183,0.492,0.242
ORL,24,208.28,106.59412,Illinois,USA,2006,25,1.6,1.2,0.1,0.12,0.111,0.126,0.533,0.023
CHA,25,200.66,99.79024,Alabama,USA,2001,62,19.4,6,3.5,0.028,0.153,0.247,0.547,0.159
NYK,26,210.82,108.86208,Indiana,USA,2002,73,3.7,3.3,0.9,0.096,0.111,0.126,0.433,0.072
POR,24,190.5,89.357624,Georgia Tech,USA,2005,82,9.9,2.9,3.8,0.016,0.103,0.192,0.558,0.24
UTA,29,210.82,108.408488,Stanford,USA,2001,70,1.7,1.7,0.5,0.067,0.136,0.086,0.515,0.071
DET,26,203.2,103.418976,Georgia,USA,2003,82,6.7,2.2,0.8,0.033,0.132,0.208,0.52,0.081
MEM,29,213.36,115.66596,Stanford,USA,2001,74,1.9,2.4,0.3,0.064,0.12,0.077,0.481,0.033
UTA,30,190.5,81.64656,Syracuse,USA,2000,57,2.9,1,1.5,0.01,0.099,0.164,0.413,0.208
TOR,27,203.2,97.52228,UCLA,USA,2003,81,7.2,1.5,0.8,0.023,0.069,0.174,0.561,0.068
DAL,35,193.04,95.25432,California,USA,1994,80,10.8,7.5,10.1,0.037,0.196,0.175,0.499,0.424
DET,25,200.66,117.93392,Cincinnati,USA,2005,82,7.9,5.3,0.6,0.12,0.175,0.166,0.576,0.042
CHA,27,198.12,102.0582,Michigan State,USA,2001,82,21.8,5.4,3.1,0.029,0.131,0.258,0.554,0.149
PHI,22,213.36,108.86208,Colorado State,USA,2007,76,4.5,3,0.3,0.081,0.164,0.159,0.491,0.028
DAL,30,187.96,81.64656,Arizona,USA,1999,82,15.5,2.5,3.2,0.014,0.077,0.216,0.574,0.175
MIA,32,185.42,81.64656,Florida,USA,1998,67,8.8,1.9,4.6,0.007,0.078,0.166,0.502,0.255
MEM,20,195.58,90.7184,Georgia Tech,USA,2007,50,5.6,2.2,1,0.043,0.131,0.216,0.499,0.121
IND,31,210.82,113.398,Texas State,USA,1999,77,6.4,8.7,1.7,0.145,0.242,0.115,0.568,0.103
SEA,21,205.74,106.59412,Georgetown,USA,2007,80,10.5,4.7,1.5,0.05,0.136,0.195,0.491,0.082
CHA,33,193.04,86.18248,North Carolina,USA,1996,54,4.5,1.8,4.1,0.014,0.069,0.113,0.461,0.239
IND,29,210.82,117.93392,None,USA,1996,42,13.6,6.7,2.2,0.071,0.188,0.248,0.489,0.13
LAC,29,182.88,81.64656,Gonzaga,USA,2002,67,5.3,1.4,2.6,0.014,0.099,0.172,0.53,0.273
CHA,23,208.28,104.32616,Alabama,USA,2007,38,3.2,1.6,0.3,0.071,0.144,0.22,0.437,0.077
CHA,22,200.66,102.0582,Boston College,USA,2007,73,5.8,3.9,1.1,0.099,0.136,0.147,0.528,0.094
HOU,22,203.2,90.7184,None,USA,2005,30,5.1,2.1,1,0.036,0.147,0.246,0.453,0.138
POR,27,203.2,99.79024,Miami (FL),USA,2003,58,8,2.8,0.6,0.04,0.109,0.148,0.625,0.043
BOS,22,205.74,131.088088,Louisiana State,USA,2007,69,4.5,3,0.4,0.127,0.137,0.176,0.545,0.053
PHX,31,198.12,99.79024,None,Croatia,1999,56,5.8,1.7,1.1,0.023,0.102,0.192,0.518,0.115
PHX,35,203.2,102.0582,Duke,USA,1994,70,13.1,5,2.9,0.041,0.131,0.18,0.576,0.13
MIN,31,193.04,95.25432,Clemson,USA,1998,31,4,2.1,1.3,0.022,0.144,0.133,0.489,0.109
MEM,25,205.74,97.52228,Syracuse,USA,2005,75,11.4,4.7,0.7,0.075,0.155,0.214,0.555,0.055
ORL,29,208.28,99.79024,None,Turkey,2000,82,19.5,5.7,5,0.034,0.141,0.249,0.576,0.224
NOH,23,210.82,106.59412,Connecticut,USA,2006,65,2.7,2.5,0.4,0.103,0.177,0.152,0.498,0.048
SAS,21,210.82,104.32616,None,France,2005,6,3.5,0.8,0.2,0,0.217,0.402,0.658,0.125
IND,24,203.2,115.66596,Arizona State,USA,2005,30,5.6,2.8,0.3,0.126,0.162,0.235,0.543,0.057
ORL,24,193.04,86.18248,Duke,USA,2006,34,4.1,0.7,0.5,0.004,0.095,0.218,0.569,0.094
DEN,22,198.12,99.79024,None,USA,2004,74,12.3,2.1,1.7,0.033,0.082,0.255,0.603,0.149
SAS,33,185.42,86.18248,Kansas,USA,1997,74,4.1,1,2.1,0.013,0.063,0.157,0.481,0.232
MIL,30,210.82,115.66596,Connecticut,USA,2000,44,2.2,2.2,0.3,0.087,0.21,0.14,0.528,0.053
DAL,30,210.82,120.20188,Kentucky,Canada,2000,31,1.8,2.9,0.2,0.09,0.269,0.174,0.377,0.043
IND,30,190.5,83.91452,Iowa State,USA,2001,39,11.9,3.6,8.4,0.02,0.1,0.21,0.458,0.368
NYK,28,195.58,90.7184,Michigan,USA,2000,80,20.6,2.6,5,0.013,0.063,0.246,0.528,0.217
ORL,26,182.88,86.18248,Saint Joseph's,USA,2004,69,10.9,3.5,5.6,0.017,0.119,0.186,0.564,0.299
BOS,31,203.2,98.429464,Xavier,USA,1999,74,7.4,4.4,1.5,0.02,0.187,0.135,0.587,0.105
SAS,34,177.8,77.564232,Arizona,USA,1995,60,5.3,2,2.8,0.022,0.108,0.193,0.45,0.244
MIL,28,198.12,104.32616,DePaul,USA,2001,70,7.6,3.2,1.1,0.048,0.133,0.179,0.504,0.087
MIL,23,213.36,117.93392,Utah,Australia,2005,78,14.3,9.8,2.6,0.106,0.232,0.205,0.532,0.121
LAL,20,213.36,129.27372,None,USA,2005,35,13.1,10.2,1.7,0.121,0.256,0.171,0.659,0.091
GSW,22,210.82,104.32616,None,Latvia,2004,76,10.5,9.8,1,0.128,0.257,0.144,0.637,0.051
MIA,36,200.66,97.52228,Memphis,USA,1993,16,3.8,2.2,2.2,0.011,0.112,0.112,0.469,0.173
WAS,32,205.74,106.59412,North Carolina,USA,1998,79,21.4,10.2,1.5,0.078,0.234,0.256,0.525,0.07
SAC,33,190.5,88.45044,College of Charleston,USA,1997,69,5.6,2,3.8,0.017,0.086,0.136,0.517,0.268
TOR,33,198.12,97.52228,Bradley,USA,1997,82,12.5,4.1,2.2,0.023,0.127,0.175,0.58,0.107
MIN,31,205.74,111.13004,Kentucky,USA,1996,46,8,3.7,1,0.068,0.146,0.224,0.455,0.085
DAL,24,200.66,97.52228,Texas A&M,USA,2005,56,6.3,2.6,1.4,0.038,0.099,0.155,0.488,0.113
WAS,33,193.04,92.98636,Bowling Green,USA,1997,71,8.4,2.9,4.8,0.012,0.103,0.135,0.549,0.239
DET,33,205.74,111.13004,Alabama,USA,1995,78,8.8,8.5,1.1,0.105,0.256,0.155,0.511,0.061
DET,22,195.58,97.52228,UCLA,USA,2007,75,3.7,1.8,0.7,0.044,0.121,0.149,0.494,0.086
GSW,33,208.28,106.59412,Providence,USA,1997,44,3.9,2.4,0.7,0.072,0.174,0.163,0.573,0.1
GSW,29,190.5,97.52228,UCLA,USA,1999,82,21.8,4.7,7.6,0.031,0.101,0.255,0.523,0.291
CHI,25,190.5,90.7184,Connecticut,USA,2004,72,18.6,3.1,3,0.018,0.092,0.256,0.558,0.168
SAC,25,190.5,92.98636,None,Slovenia,2004,65,12.8,3.3,4.3,0.02,0.1,0.198,0.54,0.222
UTA,27,205.74,101.151016,None,Russia,1999,72,11,4.7,4,0.068,0.118,0.161,0.603,0.176
HOU,35,185.42,83.91452,Minnesota,USA,1997,72,7.7,2.5,1.9,0.027,0.123,0.205,0.51,0.17
TOR,22,213.36,113.398,None,Italy,2006,78,10.2,3.7,1.1,0.031,0.152,0.226,0.495,0.073
PHI,32,187.96,90.7184,Utah,USA,1999,82,17,4,6.9,0.037,0.091,0.227,0.537,0.318
DAL,33,198.12,98.883056,North Carolina,USA,1995,58,10.7,2.3,2.5,0.027,0.077,0.219,0.523,0.171
ATL,27,200.66,106.59412,Arkansas,USA,2001,82,21.7,4.5,5.8,0.029,0.098,0.257,0.535,0.251
HOU,23,182.88,73.028312,Oregon,USA,2007,51,5.2,1.1,1.7,0.026,0.085,0.224,0.535,0.249
CHI,23,213.36,122.46984,Pittsburgh,USA,2007,61,4.3,2.8,0.7,0.127,0.188,0.221,0.529,0.113
ATL,23,190.5,88.45044,Texas A&M,USA,2007,56,4.2,1,2,0.016,0.062,0.164,0.455,0.218
ORL,33,208.28,122.46984,Colgate,St. Vincent & Grenadines,1997,82,1.9,2.5,0.2,0.107,0.195,0.123,0.464,0.038
GSW,28,205.74,113.398,None,USA,1998,81,13.6,5.4,1.6,0.05,0.175,0.211,0.547,0.089
ATL,22,208.28,111.13004,Florida,Dominican Republic,2007,81,10.1,9.7,1.5,0.113,0.247,0.162,0.539,0.078
MIN,23,208.28,120.20188,None,USA,2004,82,21,11.1,1.4,0.118,0.251,0.276,0.535,0.075
LAC,24,203.2,99.79024,Florida State,USA,2007,79,12.7,4.5,1.2,0.052,0.141,0.242,0.504,0.084
PHX,24,198.12,92.98636,Wisconsin,USA,2007,6,3.7,1.3,0,0.089,0.068,0.25,0.446,0
MIA,25,205.74,104.32616,Florida State,USA,2006,43,4.2,2.2,0.3,0.075,0.152,0.181,0.554,0.045
DEN,33,182.88,81.64656,Georgetown,USA,1996,82,26.4,3,7.1,0.015,0.061,0.266,0.567,0.271
MIA,38,208.28,118.387512,Georgetown,USA,1992,25,6,3.7,0.3,0.103,0.164,0.182,0.58,0.032
PHX,25,208.28,112.944408,None,USA,2002,79,25.2,9.1,1.5,0.085,0.214,0.282,0.656,0.072
DET,21,205.74,95.25432,None,USA,2005,62,3.6,3.8,0.5,0.136,0.211,0.136,0.584,0.058
CLE,25,208.28,108.86208,None,Brazil,2004,48,6.7,8.3,1.1,0.112,0.239,0.136,0.485,0.065
WAS,21,210.82,112.490816,None,USA,2005,82,7.5,5.2,1.1,0.114,0.193,0.199,0.512,0.096
PHI,24,198.12,93.893544,Arizona,USA,2004,82,19.9,5.4,4.8,0.031,0.134,0.24,0.543,0.207
DEN,24,200.66,97.52228,Washington,USA,2006,46,3.9,2,0.6,0.064,0.139,0.164,0.548,0.092
NOH,31,195.58,95.25432,Ball State,USA,1998,73,9.1,4.5,1.3,0.062,0.187,0.228,0.495,0.11
PHX,26,203.2,106.59412,None,France,2003,82,8.8,4.6,3.9,0.051,0.128,0.167,0.516,0.196
TOR,24,208.28,104.32616,Georgia Tech,USA,2003,67,22.3,8.7,2.6,0.089,0.2,0.282,0.588,0.123
CHI,25,185.42,83.91452,Duke,USA,2004,66,5.8,1.8,4,0.014,0.076,0.134,0.508,0.273
LAC,26,213.36,120.20188,Central Michigan,USA,2003,56,15.7,12.7,1.9,0.095,0.293,0.218,0.538,0.094
LAL,28,213.36,120.20188,Texas,USA,2000,23,3.6,3.3,0.6,0.111,0.18,0.195,0.384,0.071
NOH,23,182.88,79.3786,Wake Forest,USA,2005,80,21.1,4,11.6,0.024,0.103,0.254,0.576,0.5
MIN,23,205.74,122.46984,Florida,USA,2007,52,1.9,2.6,0.3,0.104,0.172,0.098,0.496,0.046
SEA,25,208.28,106.59412,Maryland,USA,2002,62,13.4,7,1.2,0.08,0.185,0.211,0.554,0.07
MIN,22,205.74,83.91452,Florida,USA,2007,79,5.8,3.7,1.4,0.049,0.138,0.156,0.429,0.092
LAC,28,198.12,102.0582,Duke,USA,1999,70,22.1,5.6,2.7,0.036,0.145,0.273,0.595,0.143
MIN,24,203.2,113.398,Boston College,USA,2006,77,9.4,4.6,0.8,0.095,0.18,0.206,0.59,0.066
LAC,32,193.04,97.52228,Rhode Island,USA,1998,77,12.8,3.6,2.6,0.022,0.099,0.185,0.514,0.131
PHX,23,195.58,91.171992,Maryland,USA,2007,33,2.2,0.8,0.9,0.034,0.073,0.189,0.364,0.165
MIA,21,195.58,92.98636,Ohio State,USA,2007,59,8.8,3,1.3,0.016,0.134,0.197,0.48,0.095
SAC,27,198.12,95.25432,Duke,USA,2003,25,3.2,1.4,0.5,0.04,0.149,0.19,0.537,0.103
DET,31,190.5,91.625584,Colorado,USA,1997,78,17,2.7,6.8,0.02,0.083,0.231,0.619,0.341
MIL,23,210.82,105.233344,Connecticut,USA,2005,76,11.7,6.1,1,0.087,0.212,0.238,0.502,0.072
POR,25,210.82,112.490816,Arizona,USA,2005,78,6.8,4.5,0.7,0.094,0.221,0.196,0.529,0.073
NJN,27,205.74,100.243832,None,Slovenia,2002,75,9.8,3.5,1.2,0.038,0.145,0.214,0.531,0.1
GSW,20,205.74,92.98636,North Carolina,USA,2007,38,4,2.6,0.2,0.101,0.172,0.161,0.583,0.035
DAL,23,203.2,108.86208,Louisiana State,USA,2005,79,8.3,4.4,0.7,0.093,0.167,0.199,0.564,0.067
POR,23,198.12,103.872568,Washington,USA,2006,74,19.1,4.7,5.8,0.034,0.114,0.249,0.531,0.272
WAS,28,213.36,119.294696,North Carolina,USA,2001,80,10.6,7.2,0.9,0.14,0.162,0.174,0.582,0.051
SAS,36,200.66,95.25432,Oregon State,USA,1995,31,7.1,1.8,1.7,0.025,0.092,0.155,0.655,0.15
LAC,32,177.8,77.11064,Stanford,USA,1997,74,4.6,1.9,4.4,0.01,0.089,0.123,0.453,0.323
MEM,31,203.2,111.13004,Purdue,USA,2000,37,3.4,2.6,0.6,0.06,0.173,0.155,0.461,0.074
ORL,27,205.74,113.398,Illinois,USA,2003,51,4.7,2.1,0.5,0.053,0.153,0.207,0.489,0.073
BOS,30,205.74,106.59412,Southern California,USA,2001,48,1.8,1.6,0.8,0.053,0.119,0.117,0.428,0.119
PHX,32,205.74,115.66596,Baylor,USA,1998,66,3.3,3.6,0.2,0.085,0.214,0.14,0.485,0.025
UTA,21,198.12,99.79024,None,USA,2005,60,5,1.3,0.9,0.027,0.111,0.181,0.574,0.113
HOU,24,205.74,112.490816,Purdue,USA,2007,42,8.1,4.9,0.5,0.157,0.184,0.187,0.641,0.05
UTA,26,205.74,120.655472,Duke,USA,2002,81,21.1,10.4,2.9,0.088,0.279,0.266,0.581,0.135
TOR,25,198.12,104.32616,None,Argentina,2003,82,9,4.4,1.8,0.039,0.184,0.188,0.527,0.117
DEN,24,203.2,104.32616,Syracuse,USA,2003,77,25.7,7.4,3.4,0.071,0.151,0.301,0.568,0.156
WAS,28,200.66,103.418976,Connecticut,USA,2002,58,20.3,6.7,4.9,0.047,0.156,0.239,0.558,0.21
MEM,27,198.12,97.52228,Stanford,USA,2002,53,2,1.2,0.4,0.023,0.108,0.111,0.437,0.052
CHI,23,210.82,105.233344,Florida,USA,2007,74,6.6,5.6,1.1,0.124,0.182,0.155,0.539,0.087
CLE,32,208.28,102.0582,Maryland,USA,1995,77,10.1,5.2,0.9,0.103,0.163,0.212,0.524,0.068
CLE,23,203.2,113.398,None,USA,2003,75,30,7.9,7.2,0.049,0.178,0.333,0.568,0.352
UTA,29,210.82,119.294696,None,Turkey,2001,72,14.5,7.7,2,0.069,0.213,0.199,0.556,0.089
NJN,24,195.58,91.625584,Michigan State,USA,2006,26,2,0.5,0.3,0.027,0.062,0.216,0.363,0.085
UTA,32,200.66,104.32616,Georgia Tech,USA,1998,76,8.2,3.2,1.1,0.084,0.13,0.215,0.551,0.099
SAS,28,208.28,108.86208,Florida,USA,2003,68,4.8,2.8,0.5,0.074,0.187,0.196,0.525,0.066
GSW,28,200.66,102.511792,UCLA,USA,2002,73,6.7,4.4,1.9,0.067,0.181,0.166,0.51,0.136
ATL,22,205.74,104.32616,North Carolina,USA,2005,80,14.8,5.7,1.7,0.051,0.141,0.203,0.54,0.083
POR,21,200.66,103.872568,None,USA,2005,75,10.7,3.9,1.2,0.03,0.135,0.179,0.548,0.068
MIN,29,200.66,101.604608,None,Serbia,2000,75,8.3,3,4.1,0.019,0.101,0.15,0.518,0.213
MIA,32,213.36,113.398,Pittsburgh,USA,1997,69,8.4,3.8,0.6,0.052,0.149,0.201,0.505,0.048
NYK,23,198.12,99.79024,Temple,USA,2006,46,3.2,1.6,1.9,0.032,0.099,0.174,0.378,0.221
NJN,22,190.5,92.98636,Connecticut,USA,2006,53,5.9,1.9,2.6,0.019,0.124,0.212,0.499,0.285
DEN,34,210.82,106.59412,Massachusetts,USA,1996,79,9.1,13.1,3.3,0.093,0.308,0.129,0.498,0.126
MIA,26,187.96,96.161504,Nevada-Las Vegas,USA,2003,36,6.6,1.3,1.7,0.008,0.078,0.201,0.579,0.179
GSW,22,195.58,87.089664,None,Italy,2007,33,2.9,0.4,0.5,0.011,0.05,0.184,0.49,0.099
ORL,24,213.36,108.86208,None,Poland,2005,6,3,2.7,0.3,0.2,0.25,0.223,0.491,0.08
SAS,30,198.12,92.98636,None,Argentina,1999,74,19.5,4.8,4.5,0.033,0.145,0.281,0.612,0.257
NYK,33,200.66,115.66596,Drexel,USA,1996,49,3.5,2.1,0.6,0.071,0.179,0.226,0.422,0.093
NOH,30,208.28,118.387512,Fresno State,USA,2002,52,3.9,2.8,0.4,0.054,0.207,0.193,0.491,0.055
TOR,32,208.28,104.32616,Michigan,USA,1998,15,2.7,1.7,0.2,0.102,0.202,0.147,0.697,0.048
SAC,28,200.66,112.490816,St. John's (NY),USA,1999,57,20.5,5.8,3.5,0.055,0.119,0.254,0.535,0.157
SAS,35,200.66,102.0582,Wisconsin,USA,1995,82,10.1,3.1,1.4,0.015,0.12,0.188,0.519,0.084
WAS,22,213.36,106.140528,None,Ukraine,2006,35,3.6,1.9,0.2,0.077,0.171,0.227,0.451,0.038
WAS,23,198.12,90.7184,Southern California,USA,2007,75,7.5,1.5,0.8,0.023,0.093,0.248,0.527,0.101
LAC,23,210.82,106.59412,Nevada,USA,2007,26,4.1,3.4,0.4,0.14,0.221,0.182,0.584,0.074
SEA,27,208.28,115.66596,Kansas,USA,2003,78,9.8,9.4,1.4,0.126,0.236,0.161,0.537,0.077
DEN,25,210.82,113.398,None,Brazil,2002,16,5.3,5.4,0.9,0.118,0.215,0.178,0.459,0.093
NJN,24,213.36,108.86208,None,Serbia and Montenegro,2002,45,6.6,4.4,0.6,0.049,0.224,0.214,0.451,0.056
CHA,30,208.28,113.398,Kentucky,USA,1998,82,7.8,6,0.9,0.13,0.205,0.194,0.533,0.074
NYK,24,175.26,81.64656,Washington,USA,2005,72,12.7,3.1,2.9,0.03,0.109,0.23,0.526,0.189
NOH,30,200.66,99.79024,Michigan State,USA,2000,76,8,2.7,0.9,0.023,0.115,0.153,0.549,0.052
GSW,22,190.5,80.285784,None,USA,2005,81,20.2,5,3.9,0.045,0.098,0.218,0.58,0.154
MIL,25,185.42,83.91452,Alabama,USA,2003,66,17.2,3.5,6.3,0.018,0.097,0.225,0.566,0.299
MEM,28,203.2,98.883056,Florida,USA,2000,70,16.4,6.7,3.4,0.024,0.187,0.199,0.625,0.155
IND,27,205.74,104.32616,Duke,USA,2002,82,19.1,5.2,3.5,0.022,0.135,0.218,0.605,0.158
MEM,20,185.42,81.64656,Ohio State,USA,2007,53,9.4,2.6,4.2,0.017,0.099,0.189,0.502,0.247
ATL,30,185.42,86.18248,Arizona,USA,1998,48,13.9,3.3,6,0.012,0.102,0.215,0.515,0.281
GSW,26,198.12,97.52228,None,France,2003,66,7.2,3.7,0.7,0.053,0.154,0.154,0.549,0.051
SEA,25,200.66,97.52228,None,USA,2005,39,4.3,1.5,0.8,0.037,0.095,0.178,0.509,0.113
MIL,31,203.2,112.490816,Tulsa,USA,1999,46,2,4,0.5,0.154,0.192,0.077,0.507,0.055
MIL,28,198.12,97.52228,Ohio State,USA,2000,72,22.7,4.3,3.4,0.036,0.101,0.27,0.559,0.16
MIN,31,210.82,118.841104,Utah,USA,1998,24,2.4,2,0.3,0.066,0.151,0.129,0.446,0.041
HOU,25,190.5,83.91452,Illinois,USA,2005,73,7.6,1.8,1.9,0.016,0.095,0.195,0.543,0.163
LAL,28,203.2,106.59412,Arizona,USA,2003,74,7.2,3.9,2.9,0.056,0.127,0.159,0.509,0.182
BOS,32,210.82,99.79024,None,USA,1995,71,18.8,9.2,3.4,0.075,0.246,0.257,0.588,0.186
SEA,19,205.74,97.52228,Texas,USA,2007,80,20.3,4.4,2.4,0.027,0.111,0.278,0.519,0.12
DEN,30,205.74,108.86208,Cincinnati,USA,2000,71,12.4,6.5,1.3,0.055,0.175,0.176,0.553,0.062
SAC,30,200.66,111.13004,New Mexico,USA,1999,23,1.4,2.7,0.6,0.075,0.195,0.097,0.398,0.074
BOS,23,208.28,119.748288,None,USA,2003,78,6.9,6.1,1.1,0.098,0.19,0.136,0.632,0.063
ORL,28,195.58,97.52228,Kentucky,USA,2003,82,8.7,3.2,1.3,0.023,0.111,0.144,0.559,0.071
IND,27,198.12,97.52228,Missouri,USA,2002,71,8.3,2.4,1.3,0.013,0.113,0.188,0.5,0.097
NOH,21,203.2,102.0582,Kansas,USA,2007,57,3.9,2.1,0.7,0.061,0.156,0.166,0.581,0.1
DET,29,190.5,74.84268,Maryland,USA,2002,53,5,1.4,1.8,0.025,0.107,0.221,0.488,0.23
MEM,28,190.5,77.11064,None,Spain,2002,82,10.9,2.6,2.2,0.018,0.097,0.201,0.54,0.132
ATL,22,205.74,106.59412,None,USA,2004,81,17.2,8.2,3.4,0.065,0.202,0.248,0.52,0.163
POR,21,208.28,108.86208,Duke,USA,2007,8,1.5,1.3,0.3,0.077,0.276,0.18,0.6,0.111
DAL,28,195.58,95.25432,Wake Forest,USA,2003,76,19.9,7,2.2,0.052,0.166,0.257,0.534,0.103
ATL,25,203.2,95.25432,Stanford,USA,2004,76,11.8,4.9,1.5,0.09,0.102,0.156,0.647,0.088
NJN,23,208.28,107.501304,Connecticut,USA,2006,70,8.2,7.3,0.8,0.121,0.199,0.151,0.543,0.05
LAL,21,187.96,81.64656,UCLA,USA,2006,82,9.1,2.2,2.7,0.027,0.092,0.204,0.563,0.209
SAC,28,198.12,93.893544,Miami (FL),USA,2002,81,12.5,4.3,2.6,0.037,0.126,0.194,0.556,0.138
SAC,25,200.66,83.91452,Western Carolina,USA,2004,61,23.7,4.5,2.1,0.026,0.117,0.259,0.618,0.097
CHI,23,205.74,99.79024,Duke,United Kingdom,2004,63,17,6.3,2.5,0.07,0.141,0.234,0.528,0.127
CHI,27,190.5,86.18248,Kansas,USA,2003,75,11.5,3.3,6,0.013,0.107,0.189,0.501,0.303
SEA,27,187.96,79.3786,Oregon,USA,2003,61,6.4,1.5,4,0.012,0.072,0.174,0.482,0.296
HOU,28,205.74,111.13004,None,Argentina,2002,82,10.3,6.4,1.3,0.097,0.195,0.197,0.548,0.088
PHI,21,187.96,79.3786,None,USA,2005,80,11.5,2.1,3.2,0.025,0.081,0.242,0.523,0.236
DET,37,187.96,88.45044,Jackson State,USA,1993,24,2.4,0.5,1.4,0.023,0.05,0.182,0.427,0.237
DEN,23,203.2,111.13004,Missouri,Lithuania,2005,79,11.1,4.2,1.2,0.053,0.138,0.188,0.585,0.076
BOS,24,203.2,108.86208,California,USA,2006,56,7.9,4.1,0.3,0.144,0.19,0.224,0.629,0.036
PHX,25,190.5,91.625584,None,Brazil,2003,82,15.6,2.8,2.6,0.02,0.083,0.228,0.575,0.137
CHI,29,195.58,83.91452,Saint Louis,USA,1998,68,12.2,3.4,2.7,0.021,0.112,0.22,0.468,0.146
LAL,28,208.28,104.32616,Rhode Island,USA,1999,77,14.2,10.6,3.5,0.077,0.225,0.165,0.582,0.138
POR,22,210.82,111.13004,Texas,USA,2006,76,17.8,7.6,1.6,0.098,0.161,0.254,0.523,0.086
MEM,22,182.88,79.3786,Villanova,USA,2006,82,9.6,3,3.6,0.022,0.113,0.184,0.531,0.224
UTA,27,198.12,95.707912,Creighton,USA,2003,75,9.9,2.3,1.3,0.015,0.103,0.186,0.585,0.095
MEM,26,210.82,122.46984,None,USA,2001,38,4.8,4.9,1.2,0.081,0.203,0.148,0.497,0.099
SAS,35,205.74,106.59412,Texas Christian,USA,1995,70,6.3,7.2,1,0.093,0.261,0.138,0.514,0.065
TOR,23,205.74,106.59412,Minnesota,USA,2004,70,5.7,3.7,0.4,0.108,0.217,0.219,0.512,0.053
GSW,23,218.44,108.86208,None,USA,2006,7,1.4,1.9,0.1,0.15,0.189,0.148,0.396,0.045
LAL,29,198.12,92.98636,None,USA,1996,82,28.3,6.3,5.4,0.034,0.141,0.312,0.576,0.236
MIN,25,198.12,102.0582,Nevada,USA,2004,36,7.3,3.5,1.8,0.046,0.149,0.168,0.573,0.122
ORL,28,190.5,88.45044,Missouri,USA,2000,72,8.1,1.4,1.8,0.006,0.079,0.201,0.572,0.177
CHA,34,205.74,106.59412,Georgetown,USA,1996,22,2.1,1.9,0.2,0.08,0.211,0.165,0.469,0.037
BOS,38,210.82,108.408488,Louisiana Tech,USA,1992,18,2.2,3.8,0.6,0.149,0.2,0.125,0.406,0.078
ORL,31,205.74,107.954896,Notre Dame,USA,1998,31,2.1,1.4,0.4,0.035,0.124,0.162,0.401,0.08
DET,35,208.28,106.59412,Wyoming,USA,1995,26,4.3,3.4,0.5,0.088,0.158,0.134,0.534,0.05
PHI,20,203.2,99.79024,Georgia Tech,USA,2007,74,8.2,4.2,0.8,0.092,0.141,0.174,0.57,0.056
CHI,24,200.66,97.52228,None,Switzerland,2006,69,6.7,3.7,1.9,0.04,0.168,0.175,0.497,0.146
DET,28,205.74,97.52228,Kentucky,USA,2002,82,13.2,4.9,3.3,0.048,0.131,0.201,0.516,0.165
DEN,21,182.88,80.285784,Florida,USA,2007,17,1.6,0.6,0.6,0,0.141,0.23,0.446,0.208
